query_id,class,x_hex,y_hex,site_a,site_b,expected_kind,expected_status,expected_region_id
1948,random,0x1.22dad48b80000p+2,0x1.b08177d600000p+1,,,,,
1949,random,0x1.ca19ab0a80000p+2,0x1.d3b44b0c00000p+0,,,,,
1950,random,0x1.40e67c2740000p+3,0x1.2aa72ec900000p+2,,,,,
1951,random,0x1.278b92a640000p+3,0x1.7c3b0ec100000p+2,,,,,
1952,random,0x1.2240d5b7c0000p+3,0x1.d334866f00000p+2,,,,,
1953,random,0x1.4f3c554200000p+0,0x1.63e7dc3300000p+2,,,,,
1954,random,0x1.079819a600000p+0,0x1.5a33c50b00000p+2,,,,,
1955,random,0x1.47fef8b180000p+2,0x1.ec63e97800000p-1,,,,,
1956,random,0x1.6475d05100000p+1,0x1.eae60ff300000p+2,,,,,
1957,random,0x1.f6d413f680000p+2,0x1.1782a0e500000p+2,,,,,
1958,random,0x1.713f84bdc0000p+3,0x1.ede9aa4700000p+2,,,,,
1959,random,0x1.15b85f5f00000p+1,0x1.fe6deb9000000p-2,,,,,
1960,random,0x1.86df448b80000p+2,0x1.8b18d37400000p+0,,,,,
1961,random,0x1.df2a84ad80000p+2,0x1.530e1dca00000p+1,,,,,
1962,random,0x1.d3f8857900000p+1,0x1.0de0cbe200000p+1,,,,,
1963,random,0x1.acd8a58b00000p+1,0x1.68c836a800000p-1,,,,,
1964,random,0x1.7bb44e5e40000p+3,0x1.f154191300000p+2,,,,,
1965,random,0x1.8fe88e5200000p+0,0x1.1491dd5800000p-1,,,,,
1966,random,0x1.0aba83a400000p-1,0x1.3787811f00000p+2,,,,,
1967,random,0x1.3cefd12f80000p+2,0x1.a32d47d000000p-2,,,,,
1968,random,0x1.727b233900000p+1,0x1.8efe152500000p+2,,,,,
1969,random,0x1.d7f8108400000p-1,0x1.fc1ad79800000p-1,,,,,
1970,random,0x1.0f695387c0000p+3,0x1.7ae093b200000p+1,,,,,
1971,random,0x1.a979e64780000p+2,0x1.106aecfc00000p+0,,,,,
1972,random,0x1.349defe740000p+3,0x1.d996ffb600000p+1,,,,,
1973,random,0x1.90582f2a80000p+2,0x1.3849bf5e00000p+1,,,,,
1974,random,0x1.03993e84c0000p+3,0x1.b010643200000p+1,,,,,
1975,random,0x1.5a72e54840000p+3,0x1.2fbe7a5b00000p+2,,,,,
1976,random,0x1.2293eb8100000p+1,0x1.e3d141b200000p+1,,,,,
1977,random,0x1.688a7d3b80000p+2,0x1.c6dfca6f00000p+2,,,,,
1978,random,0x1.f752d57c80000p+2,0x1.15e2db0600000p+1,,,,,
1979,random,0x1.f7b856ca00000p+0,0x1.0d48873d00000p+2,,,,,
1980,random,0x1.da25077d80000p+2,0x1.0b48627400000p+0,,,,,
1981,random,0x1.06101df980000p+2,0x1.a967688600000p+1,,,,,
1982,random,0x1.c8f932fb80000p+2,0x1.3b4e45a600000p+1,,,,,
1983,random,0x1.08ba1f9a40000p+3,0x1.0bd0625c00000p+0,,,,,
1984,random,0x1.5b86ccf980000p+2,0x1.62163c2100000p+2,,,,,
1985,random,0x1.1b64b46040000p+3,0x1.80c5f76b00000p+2,,,,,
1986,random,0x1.e834dbcc00000p-1,0x1.3ae21c6700000p+2,,,,,
1987,random,0x1.50c41f7fc0000p+3,0x1.1a44e64d00000p+2,,,,,
1988,random,0x1.a3777d6900000p+1,0x1.d2788db100000p+2,,,,,
1989,random,0x1.edf0230600000p+0,0x1.84a20e6900000p+2,,,,,
1990,random,0x1.608a492500000p+1,0x1.4294fdaf00000p+2,,,,,
1991,random,0x1.ac6f4a8d80000p+2,0x1.55c23f5c00000p+0,,,,,
1992,random,0x1.bb4a29c480000p+2,0x1.4236dec500000p+2,,,,,
1993,random,0x1.0e0b2bb340000p+3,0x1.e6e8f4c400000p+0,,,,,
1994,random,0x1.162026cb40000p+3,0x1.a6a1ebcc00000p+0,,,,,
1995,random,0x1.9ccf82b200000p+0,0x1.1dea939200000p+1,,,,,
1996,random,0x1.4a6038eec0000p+3,0x1.8df1f09600000p+1,,,,,
1997,random,0x1.5bd0e07780000p+2,0x1.ab79896100000p+2,,,,,
1998,random,0x1.36e51d9a40000p+3,0x1.12abc8c800000p-1,,,,,
1999,random,0x1.c6ccc89f00000p+1,0x1.3fe6f1d800000p-1,,,,,
2000,random,0x1.20991b5d00000p+1,0x1.d7d656c700000p+2,,,,,
2001,random,0x1.92ea7f2300000p+1,0x1.19c8b4ef00000p+2,,,,,
2002,random,0x1.0c0d2e1c80000p+2,0x1.3a5685a400000p+0,,,,,
2003,random,0x1.4ed4e9f100000p+1,0x1.e91ea3ca00000p+1,,,,,
2004,random,0x1.602e886540000p+3,0x1.c6753e7800000p-1,,,,,
2005,random,0x1.5302c54940000p+3,0x1.c4bd917d00000p+2,,,,,
2006,random,0x1.f56b3cef80000p+2,0x1.51c2fee500000p+2,,,,,
2007,random,0x1.105642ecc0000p+3,0x1.f2db7cf300000p+2,,,,,
2008,random,0x1.f221245d00000p+1,0x1.39136bff00000p+2,,,,,
2009,random,0x1.b8266e6600000p+0,0x1.27edcabc00000p+0,,,,,
2010,random,0x1.619bf46940000p+3,0x1.17c378bf00000p+2,,,,,
2011,random,0x1.f94b4d9000000p-3,0x1.de0ee68e00000p+1,,,,,
2012,random,0x1.0ac45d8e80000p+2,0x1.12b8e94600000p+1,,,,,
2013,random,0x1.1a8e2b4f00000p+1,0x1.6f3cd9c100000p+2,,,,,
2014,random,0x1.4e6f43c880000p+2,0x1.91f2d07700000p+2,,,,,
2015,random,0x1.d193903000000p-3,0x1.a920f0f800000p-1,,,,,
2016,random,0x1.e903c54180000p+2,0x1.6e6e72e000000p-3,,,,,
2017,random,0x1.fded605f80000p+2,0x1.fa0ee40800000p-1,,,,,
2018,random,0x1.9158196200000p+0,0x1.227bd2bc00000p+0,,,,,
2019,random,0x1.21b8a858c0000p+3,0x1.3aa4e5c700000p+2,,,,,
2020,random,0x1.10a10df400000p-1,0x1.ca9db11e00000p+1,,,,,
2021,random,0x1.5585e5f080000p+2,0x1.f2644f6600000p+1,,,,,
2022,random,0x1.f886ae8380000p+2,0x1.50244b5600000p+1,,,,,
2023,random,0x1.2f194cff40000p+3,0x1.33ef316000000p-3,,,,,
2024,random,0x1.226b507e00000p+0,0x1.7001a14600000p+1,,,,,
2025,random,0x1.7b861f5f00000p+1,0x1.3717ca1000000p-2,,,,,
2026,random,0x1.2e44196940000p+3,0x1.76659b7a00000p+1,,,,,
2027,random,0x1.acaefd5e80000p+2,0x1.6787846400000p+0,,,,,
2028,random,0x1.09bab6a2c0000p+3,0x1.81aecd1b00000p+2,,,,,
2029,random,0x1.8422a56d00000p+1,0x1.28e0cef900000p+2,,,,,
2030,random,0x1.543c6a1600000p+0,0x1.a6c25e1000000p-2,,,,,
2031,random,0x1.5aa1530700000p+1,0x1.a7e3d0dc00000p+0,,,,,
2032,random,0x1.5ba0530dc0000p+3,0x1.ce1a691e00000p+1,,,,,
2033,random,0x1.3669c55d00000p+1,0x1.d3059a1f00000p+2,,,,,
2034,random,0x1.27b9262440000p+3,0x1.65a608fd00000p+2,,,,,
2035,random,0x1.5a3cdce2c0000p+3,0x1.2487e1bd00000p+2,,,,,
2036,random,0x1.5f240fc6c0000p+3,0x1.bd1176e700000p+2,,,,,
2037,random,0x1.440942d440000p+3,0x1.fcccf45500000p+2,,,,,
2038,random,0x1.a6c66faa80000p+2,0x1.683272f800000p-1,,,,,
2039,random,0x1.7885e37940000p+3,0x1.b2e4b5f700000p+2,,,,,
2040,random,0x1.71157b9f00000p+1,0x1.a8f96a5500000p+2,,,,,
2041,random,0x1.392e5c5c00000p-1,0x1.d3ef3bdf00000p+2,,,,,
2042,random,0x1.00a6814c00000p-1,0x1.f3a0d8f300000p+2,,,,,
2043,random,0x1.19d6bf7a80000p+2,0x1.9b758b7d00000p+2,,,,,
2044,random,0x1.0da5a20100000p+1,0x1.03781fbb00000p+2,,,,,
2045,random,0x1.734241bcc0000p+3,0x1.f819046a00000p+1,,,,,
2046,random,0x1.3444e61500000p+1,0x1.4039bffc00000p+0,,,,,
2047,random,0x1.ac01940800000p-2,0x1.b7165a8d00000p+2,,,,,
2048,boundary,0x0.0p+0,0x0.0p+0,,,,,
2049,boundary,0x1.8000000000000p+3,0x0.0p+0,,,,,
2050,boundary,0x0.0p+0,0x1.0000000000000p+3,,,,,
2051,boundary,0x1.8000000000000p+3,0x1.0000000000000p+3,,,,,
2052,boundary,0x0.0p+0,0x1.0000000000000p+2,,,,,
2053,boundary,0x1.8000000000000p+3,0x1.0000000000000p+2,,,,,
2054,boundary,0x1.8000000000000p+2,0x0.0p+0,,,,,
2055,boundary,0x1.8000000000000p+2,0x1.0000000000000p+3,,,,,
2056,site,0x1.5af1013b0deefp-13,0x1.a9da63214eb2bp-2,0,0,,,
2057,site,0x1.3366eac9a8b33p-6,0x1.95e3125ab1564p-3,1,1,,,
2058,site,0x1.850ca18483de2p-5,0x1.ffad933d0bcd0p-2,2,2,,,
2059,site,0x1.ca46fa288e750p-4,0x1.1ad9195f7a3ddp-3,3,3,,,
2060,site,0x1.3f68458290ffdp-3,0x1.58e4a6e10d872p-2,4,4,,,
2061,site,0x1.d271e3247136dp-3,0x1.0acdd3bce6003p-2,5,5,,,
2062,site,0x1.23374713522b9p-2,0x1.55260ecc82244p-3,6,6,,,
2063,site,0x1.b2462cd1b3656p-2,0x1.b2cd602dadbe2p-3,7,7,,,
2064,site,0x1.06c076f36b2d9p-1,0x1.a4b634abc1b35p-3,8,8,,,
2065,site,0x1.47379446053fap-1,0x1.61689e5b04cc7p-2,9,9,,,
2066,site,0x1.8a74d729769bap-1,0x1.09063843f867fp-2,10,10,,,
2067,site,0x1.05fd51baa7c9bp+0,0x1.c2bd580636a97p-4,11,11,,,
2068,site,0x1.233e7484b8e70p+0,0x1.1a99ca8918288p-1,12,12,,,
2069,site,0x1.6e1ef7cd5a136p+0,0x1.64090307bbce7p-3,13,13,,,
2070,site,0x1.963c593967733p+0,0x1.5c726b1af0b07p-2,14,14,,,
2071,site,0x1.c112092f3b8c3p+0,0x1.0650d3d442751p-3,15,15,,,
2072,site,0x1.016c329782693p+1,0x1.f707ef0ba5ed9p-3,16,16,,,
2073,site,0x1.27bd39499a340p+1,0x1.1e718446c6f69p-1,17,17,,,
2074,site,0x1.41d8944fbb7fbp+1,0x1.1264eaa954eb5p-2,18,18,,,
2075,site,0x1.65d0aa715a407p+1,0x1.59baf78c74ed8p-2,19,19,,,
2076,site,0x1.a30e616777f24p+1,0x1.08ddf04fab3f1p-4,20,20,,,
2077,site,0x1.c13cb563b4b89p+1,0x1.b53633e21a7a4p-2,21,21,,,
2078,site,0x1.d9e242e330c35p+1,0x1.03ca060577dcbp-1,22,22,,,
2079,site,0x1.01dd2430c83a6p+2,0x1.c2fadce00d25ep-2,23,23,,,
2080,site,0x1.27fa7e47753a0p+2,0x1.d751cb9213b8cp-2,24,24,,,
2081,site,0x1.31ed781edec14p+2,0x1.7a42730ec9717p-3,25,25,,,
2082,site,0x1.4fec9d02dd6dbp+2,0x1.13378dfc1a1dbp-3,26,26,,,
2083,site,0x1.63223e2bb6347p+2,0x1.0ad1d7c09d5d8p-2,27,27,,,
2084,site,0x1.82982adb2c5bep+2,0x1.37caa3a857296p-2,28,28,,,
2085,site,0x1.9bcdec08594c7p+2,0x1.01d7a66866a7bp-1,29,29,,,
2086,site,0x1.c412cf1257126p+2,0x1.fd7adc67425bdp-2,30,30,,,
2087,site,0x1.d6e74c9d52359p+2,0x1.c757e0ffe9658p-3,31,31,,,
2088,site,0x1.02a9fa7158a03p+3,0x1.754e0e6623feep-3,32,32,,,
2089,site,0x1.12f2e74ab1a76p+3,0x1.383dd86b3950dp-2,33,33,,,
2090,site,0x1.1d83437357e99p+3,0x1.ce35cf6225a33p-3,34,34,,,
2091,site,0x1.332c0ba66f450p+3,0x1.aa24e3da718aep-4,35,35,,,
2092,site,0x1.463a49e741e21p+3,0x1.0e838b47de362p-1,36,36,,,
2093,site,0x1.57609fb09ead3p+3,0x1.7436ec7053312p-2,37,37,,,
2094,site,0x1.670ceda213287p+3,0x1.03626981e3891p-2,38,38,,,
2095,site,0x1.70fda5541cbefp+3,0x1.1bd3633c2407cp-1,39,39,,,
2096,site,0x1.b312d0b088d5dp-11,0x1.2b6d0fafa210ep+0,40,40,,,
2097,site,0x1.ec578f793aa5dp-7,0x1.ec564fbcfb78ap-1,41,41,,,
2098,site,0x1.9ae174215a5a6p-5,0x1.a61baae1edb3cp-1,42,42,,,
2099,site,0x1.62991bcbfae96p-4,0x1.f52cb1ba216ffp-1,43,43,,,
2100,site,0x1.5f018e31362b1p-3,0x1.67112a4a50e93p-1,44,44,,,
2101,site,0x1.ccb25800183ecp-3,0x1.a9f494e393cd3p-1,45,45,,,
2102,site,0x1.6bef19ae5d71ep-2,0x1.c96c8d2d83cbbp-1,46,46,,,
2103,site,0x1.90797b8fc1822p-2,0x1.fd2d27309eb2ap-1,47,47,,,
2104,site,0x1.00bb3f6e25d11p-1,0x1.6db43d7dfd50ep-1,48,48,,,
2105,site,0x1.3f72881c1e9e7p-1,0x1.b17e88ae3d634p-1,49,49,,,
2106,site,0x1.a2485a636a913p-1,0x1.237a596ee4400p+0,50,50,,,
2107,site,0x1.0cbaa5583e6f7p+0,0x1.ea7eb895ab28ep-1,51,51,,,
2108,site,0x1.2915a1f6621fdp+0,0x1.c7ef6d5f73ab0p-1,52,52,,,
2109,site,0x1.66504d3b017d0p+0,0x1.a4908cbb88319p-1,53,53,,,
2110,site,0x1.9d179eb6b1093p+0,0x1.079bb500b59fap+0,54,54,,,
2111,site,0x1.d4535a3f701dfp+0,0x1.72fde39c5451dp-1,55,55,,,
2112,site,0x1.f259985321c83p+0,0x1.afdcf809399c7p-1,56,56,,,
2113,site,0x1.2b3ba71f23712p+1,0x1.18e1010a71a11p+0,57,57,,,
2114,site,0x1.448c28d02e506p+1,0x1.9c903f1a13284p-1,58,58,,,
2115,site,0x1.5ee4e1e9cc31ep+1,0x1.243260351277ap+0,59,59,,,
2116,site,0x1.a1cec13e124d0p+1,0x1.b6967653a379fp-1,60,60,,,
2117,site,0x1.c3440399c4f73p+1,0x1.02f333d0d152ap+0,61,61,,,
2118,site,0x1.e0794b158b52bp+1,0x1.22bc0eaae335ap+0,62,62,,,
2119,site,0x1.0cf37589368c6p+2,0x1.c083a44fc9272p-1,63,63,,,
2120,site,0x1.2794ea0b01b3ap+2,0x1.ee8c17fdbc436p-1,64,64,,,
2121,site,0x1.2fa3077063d58p+2,0x1.6f1ffc7b26302p-1,65,65,,,
2122,site,0x1.50f94c7293925p+2,0x1.6ecb778bf304ep-1,66,66,,,
2123,site,0x1.67c00a3de6206p+2,0x1.8c8405ee6bef0p-1,67,67,,,
2124,site,0x1.8c758539f00b4p+2,0x1.6fb101cfc8dc7p-1,68,68,,,
2125,site,0x1.a07fe486ea752p+2,0x1.c17b8321999fap-1,69,69,,,
2126,site,0x1.ba4f230f3805fp+2,0x1.aea45fb610d2dp-1,70,70,,,
2127,site,0x1.e4726155113bdp+2,0x1.1858837d41e5bp+0,71,71,,,
2128,site,0x1.fcdfca6c051fbp+2,0x1.daabe29a98c15p-1,72,72,,,
2129,site,0x1.08754c4db970cp+3,0x1.b89c4c9c6c662p-1,73,73,,,
2130,site,0x1.1b0a55ef9a4aep+3,0x1.07be17152ba55p+0,74,74,,,
2131,site,0x1.31781105af267p+3,0x1.eb96e532aa720p-1,75,75,,,
2132,site,0x1.42ef22c930443p+3,0x1.d683ebfd2daa8p-1,76,76,,,
2133,site,0x1.573cea917f0fep+3,0x1.b9fc5cb2178d9p-1,77,77,,,
2134,site,0x1.61038227998d4p+3,0x1.abd65e8d10495p-1,78,78,,,
2135,site,0x1.727c54835f682p+3,0x1.b21917285e3abp-1,79,79,,,
2136,site,0x1.e96d7d8412b7dp-9,0x1.579e9761392a5p+0,80,80,,,
2137,site,0x1.2de3a110f7d15p-6,0x1.949398a52db20p+0,81,81,,,
2138,site,0x1.f564f4ecbe8b1p-5,0x1.b28144029a1a9p+0,82,82,,,
2139,site,0x1.86189f92c6ccfp-4,0x1.8174cb2b10d92p+0,83,83,,,
2140,site,0x1.61a7db3929ba3p-3,0x1.bd89bfb11d464p+0,84,84,,,
2141,site,0x1.c0d6d80f7ba26p-3,0x1.5571498005dbfp+0,85,85,,,
2142,site,0x1.5db8cc75f6770p-2,0x1.9fa8ffb375c59p+0,86,86,,,
2143,site,0x1.9606188bfb45cp-2,0x1.4fd252b9680acp+0,87,87,,,
2144,site,0x1.099432d6f5db5p-1,0x1.6ef927a6e2d72p+0,88,88,,,
2145,site,0x1.4aef63ea429c8p-1,0x1.84b9d92d6da76p+0,89,89,,,
2146,site,0x1.9d5b42a40f6c3p-1,0x1.663e736170b5dp+0,90,90,,,
2147,site,0x1.04a625d1cf71bp+0,0x1.a28dfd93e39f5p+0,91,91,,,
2148,site,0x1.21835d2aa1235p+0,0x1.5babe3b254b43p+0,92,92,,,
2149,site,0x1.67e0f7b6b0a8dp+0,0x1.9c417bcc1271ep+0,93,93,,,
2150,site,0x1.96d6d1e1842a1p+0,0x1.922445d1a8ae7p+0,94,94,,,
2151,site,0x1.b5f16ec9a56e0p+0,0x1.6218c075ecb7ep+0,95,95,,,
2152,site,0x1.f4cba832da02bp+0,0x1.580e0a4badebcp+0,96,96,,,
2153,site,0x1.2deae40a4a389p+1,0x1.5c73def75d4cep+0,97,97,,,
2154,site,0x1.42dc1bde4f10bp+1,0x1.5ec7b45f16ce5p+0,98,98,,,
2155,site,0x1.686629b0220b8p+1,0x1.bb54b1ed89bcap+0,99,99,,,
2156,site,0x1.89a66d63f64d6p+1,0x1.855d60421b186p+0,100,100,,,
2157,site,0x1.af3695e4fb030p+1,0x1.a4afe37b196b4p+0,101,101,,,
2158,site,0x1.e35738f03a728p+1,0x1.a95c756c86b5cp+0,102,102,,,
2159,site,0x1.0577adb5b29f4p+2,0x1.82c80d6a13376p+0,103,103,,,
2160,site,0x1.27891e2119290p+2,0x1.4d49b3d26d0d9p+0,104,104,,,
2161,site,0x1.394164c2655e8p+2,0x1.55ccffbb92f07p+0,105,105,,,
2162,site,0x1.565f2af4459bfp+2,0x1.5bd5dde83493ap+0,106,106,,,
2163,site,0x1.73ab14dc37b93p+2,0x1.87100abf86588p+0,107,107,,,
2164,site,0x1.87148ca49704bp+2,0x1.8999178862b93p+0,108,108,,,
2165,site,0x1.a0e99adf10b92p+2,0x1.a75e64ec14c7cp+0,109,109,,,
2166,site,0x1.b72b4a4b7b250p+2,0x1.6fcf828555e66p+0,110,110,,,
2167,site,0x1.e41fd51f9049bp+2,0x1.be24943d25a8bp+0,111,111,,,
2168,site,0x1.f1ee80dfaac84p+2,0x1.b7953f13e2087p+0,112,112,,,
2169,site,0x1.09f19bd390e7bp+3,0x1.6a7e9170c0c92p+0,113,113,,,
2170,site,0x1.18ce77f342e80p+3,0x1.52fa73d30efa6p+0,114,114,,,
2171,site,0x1.2c611f0604199p+3,0x1.80ce6ef89cc3dp+0,115,115,,,
2172,site,0x1.408662000017cp+3,0x1.b4a2f7dcb61bbp+0,116,116,,,
2173,site,0x1.5386f64648734p+3,0x1.6d9818fc21240p+0,117,117,,,
2174,site,0x1.64038f9eace13p+3,0x1.58f0ccbe6cd21p+0,118,118,,,
2175,site,0x1.77001740a2789p+3,0x1.aa800bc8b446bp+0,119,119,,,
2176,site,0x1.9f991213ccc1dp-9,0x1.e673910169277p+0,120,120,,,
2177,site,0x1.58c8d100e7ff1p-6,0x1.16bebc784e8f9p+1,121,121,,,
2178,site,0x1.c02db523a73b1p-5,0x1.00569e17586c6p+1,122,122,,,
2179,site,0x1.8a05aacada225p-4,0x1.0c203bf28355bp+1,123,123,,,
2180,site,0x1.5ec60ac61dbb8p-3,0x1.2312f578d891dp+1,124,124,,,
2181,site,0x1.0168a81d04cedp-2,0x1.e2230688fd90cp+0,125,125,,,
2182,site,0x1.4a136d0b4a3e7p-2,0x1.e79a99231392fp+0,126,126,,,
2183,site,0x1.c5ce8a4808143p-2,0x1.faa171a4cade9p+0,127,127,,,
2184,site,0x1.159836f8f3b02p-1,0x1.e1dee5274d20fp+0,128,128,,,
2185,site,0x1.43b1d9d934d60p-1,0x1.2265cb86f1a47p+1,129,129,,,
2186,site,0x1.a1bb9405d57f9p-1,0x1.127fd823c51eap+1,130,130,,,
2187,site,0x1.0295be504d7acp+0,0x1.13c04efd6f906p+1,131,131,,,
2188,site,0x1.2a9547bdbc04dp+0,0x1.0e6556cd20759p+1,132,132,,,
2189,site,0x1.704dbea57a8d4p+0,0x1.fd1816ff48f40p+0,133,133,,,
2190,site,0x1.a23ba570c0ebap+0,0x1.f080926532c49p+0,134,134,,,
2191,site,0x1.b65e89d322a39p+0,0x1.ed8c8972ddd0fp+0,135,135,,,
2192,site,0x1.f9e099339d0d4p+0,0x1.02eed8e1cebbap+1,136,136,,,
2193,site,0x1.2854d0a00567ep+1,0x1.1b77b5417366cp+1,137,137,,,
2194,site,0x1.4471a4f927ca8p+1,0x1.f40c69a9a11a7p+0,138,138,,,
2195,site,0x1.70b937d08f084p+1,0x1.f8c04587bab99p+0,139,139,,,
2196,site,0x1.9c55a30d0bb7ep+1,0x1.f1f70e0b2f946p+0,140,140,,,
2197,site,0x1.b571b7077a823p+1,0x1.1638dbf3db0efp+1,141,141,,,
2198,site,0x1.da17b0b09bfdbp+1,0x1.fd564b4d67cfep+0,142,142,,,
2199,site,0x1.04b02757a599cp+2,0x1.24bf0508e9ef8p+1,143,143,,,
2200,site,0x1.1ef9d86c00434p+2,0x1.1790dd148fa30p+1,144,144,,,
2201,site,0x1.32aa313a8dc03p+2,0x1.243ec3cd490a5p+1,145,145,,,
2202,site,0x1.4a8782299b80ep+2,0x1.1680f20ac78f0p+1,146,146,,,
2203,site,0x1.6f9afa325ab7bp+2,0x1.20da9a73b71ffp+1,147,147,,,
2204,site,0x1.7cac5f43b7e7bp+2,0x1.df0b6c7c1b89bp+0,148,148,,,
2205,site,0x1.98c7465e3cdf3p+2,0x1.0390d370d4c85p+1,149,149,,,
2206,site,0x1.c3846d9b0a620p+2,0x1.ff9c9fb9cda5bp+0,150,150,,,
2207,site,0x1.df736c9984808p+2,0x1.0e80c2bef93aap+1,151,151,,,
2208,site,0x1.f2225f1ad893fp+2,0x1.07a1e347c729ep+1,152,152,,,
2209,site,0x1.0c88c311aed2ap+3,0x1.061b8155c4c20p+1,153,153,,,
2210,site,0x1.2089b02ce013ap+3,0x1.fd98f1dff08f4p+0,154,154,,,
2211,site,0x1.2cd78cbe5d176p+3,0x1.09beabf87bba7p+1,155,155,,,
2212,site,0x1.3f9cc3bca48ffp+3,0x1.030bcf4f53a7ep+1,156,156,,,
2213,site,0x1.4e90c18afe687p+3,0x1.23994886ee325p+1,157,157,,,
2214,site,0x1.64aaa0da111d2p+3,0x1.1005ca7a14612p+1,158,158,,,
2215,site,0x1.7584feb959a7bp+3,0x1.eff619a04ef24p+0,159,159,,,
2216,site,0x1.560e9fe24b6e8p-9,0x1.44e1557f61a96p+1,160,160,,,
2217,site,0x1.7bfdc83128ebbp-6,0x1.48493351feacap+1,161,161,,,
2218,site,0x1.fd758061b431dp-5,0x1.61b5786034645p+1,162,162,,,
2219,site,0x1.8020e0e487c75p-4,0x1.5007def914393p+1,163,163,,,
2220,site,0x1.0613f224a70b1p-3,0x1.4a19c69286e25p+1,164,164,,,
2221,site,0x1.99aa4c3252e38p-3,0x1.5b05ba28ea44dp+1,165,165,,,
2222,site,0x1.545302045560dp-2,0x1.545e5834c5469p+1,166,166,,,
2223,site,0x1.b83a1f9ea23c2p-2,0x1.53e3cafd26f5ep+1,167,167,,,
2224,site,0x1.17db1791bd21cp-1,0x1.3f3e007b7db4fp+1,168,168,,,
2225,site,0x1.70d30604b313bp-1,0x1.62c426cc9708ep+1,169,169,,,
2226,site,0x1.c31cda3072ecdp-1,0x1.3592ae6056f59p+1,170,170,,,
2227,site,0x1.e8496ff72f9d6p-1,0x1.50fffea2afda3p+1,171,171,,,
2228,site,0x1.1ed5640bbe0a4p+0,0x1.3c8524ed06cebp+1,172,172,,,
2229,site,0x1.6d25f8607c0b6p+0,0x1.43a8e20944f85p+1,173,173,,,
2230,site,0x1.a8dc92b02e2bdp+0,0x1.62b1dd55359b4p+1,174,174,,,
2231,site,0x1.be96b88ab315fp+0,0x1.398669b61bd92p+1,175,175,,,
2232,site,0x1.fecb75d9ed48ap+0,0x1.4e88bd1fa35d1p+1,176,176,,,
2233,site,0x1.1fa49da344db3p+1,0x1.5a8638c39e43ap+1,177,177,,,
2234,site,0x1.4bce1768a281fp+1,0x1.68ccc5b07e01ep+1,178,178,,,
2235,site,0x1.5f624acbe317ap+1,0x1.4d381cadd4d61p+1,179,179,,,
2236,site,0x1.9360f5c2045e5p+1,0x1.37efb89e7f0d9p+1,180,180,,,
2237,site,0x1.b0668d3b23347p+1,0x1.3ba465c100fa5p+1,181,181,,,
2238,site,0x1.eba492f27b3e5p+1,0x1.4677c70f8d029p+1,182,182,,,
2239,site,0x1.10d36f064e95cp+2,0x1.4329bf05c3735p+1,183,183,,,
2240,site,0x1.1b0c14c93c899p+2,0x1.54a0dd2e80199p+1,184,184,,,
2241,site,0x1.40f79170d552ap+2,0x1.51a824377f6dap+1,185,185,,,
2242,site,0x1.4a23995e51d5dp+2,0x1.51e8ede65230ap+1,186,186,,,
2243,site,0x1.6a877bd41792bp+2,0x1.5bc1d63eea589p+1,187,187,,,
2244,site,0x1.846f47c22f7adp+2,0x1.63d5c1a8a30e7p+1,188,188,,,
2245,site,0x1.a416d002d5490p+2,0x1.445480fbb9c76p+1,189,189,,,
2246,site,0x1.bfe4f94c3c152p+2,0x1.65e42ac1aa3a3p+1,190,190,,,
2247,site,0x1.dbc5d097cbfb8p+2,0x1.345a30a157c54p+1,191,191,,,
2248,site,0x1.fe5db528bc616p+2,0x1.43ce35ee855d5p+1,192,192,,,
2249,site,0x1.1002b16d7f67dp+3,0x1.5bff8a9db3396p+1,193,193,,,
2250,site,0x1.1c98f26020d56p+3,0x1.3cffbc20b32aap+1,194,194,,,
2251,site,0x1.3343dff5a00a3p+3,0x1.472e6599d816bp+1,195,195,,,
2252,site,0x1.4113fb1c3f44ep+3,0x1.36e0532e146fep+1,196,196,,,
2253,site,0x1.4fbb3b00fba93p+3,0x1.4669e9700f9c9p+1,197,197,,,
2254,site,0x1.657b43a92f27ap+3,0x1.5f44235a75b16p+1,198,198,,,
2255,site,0x1.7d77063f85516p+3,0x1.48f0b1be1af7ap+1,199,199,,,
2256,site,0x1.26950b3f30e51p-8,0x1.8b08f885832b1p+1,200,200,,,
2257,site,0x1.96423b11d9256p-7,0x1.a64ad37f5b1eep+1,201,201,,,
2258,site,0x1.557540a21a49ap-5,0x1.a08a80eedc6d5p+1,202,202,,,
2259,site,0x1.4a6a4316ca3f7p-4,0x1.919c2fae5d0efp+1,203,203,,,
2260,site,0x1.07cf4e9849538p-3,0x1.7b1589462885ap+1,204,204,,,
2261,site,0x1.e65688c2fbe52p-3,0x1.86e4cb9e59825p+1,205,205,,,
2262,site,0x1.61df8132cb65ap-2,0x1.8b196b8aedc50p+1,206,206,,,
2263,site,0x1.c2945eb3dc43bp-2,0x1.86ce47f6b6f82p+1,207,207,,,
2264,site,0x1.2be360a62db59p-1,0x1.9cc8d8af73e74p+1,208,208,,,
2265,site,0x1.3eeb625acd8d7p-1,0x1.7edd19c1ba213p+1,209,209,,,
2266,site,0x1.a7fb3aad06952p-1,0x1.7ae5f5ba40ea8p+1,210,210,,,
2267,site,0x1.eff3fe519035ep-1,0x1.7d1ae6cd4e6aep+1,211,211,,,
